1,58,4.4469E7
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 4,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 5,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 6,ADC : 23,Val_Res (Ohm)1.1231E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 7,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 8,ADC : 21,Val_Res (Ohm)1.2301E8
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 9,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 10,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 11,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 12,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 13,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 14,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 14,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 14,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 14,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 14,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 14,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 14,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 14,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 14,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 14,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 14,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 15,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 16,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 17,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 18,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 19,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 20,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 21,ADC : 18,Val_Res (Ohm)1.4353E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 22,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 23,ADC : 16,Val_Res (Ohm)161490000
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 24,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 25,ADC : 13,Val_Res (Ohm)1.9878E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 26,ADC : 9,Val_Res (Ohm)2.8718E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 27,ADC : 12,Val_Res (Ohm)2.1536E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 28,ADC : 15,Val_Res (Ohm)1.7226E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 29,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 30,ADC : 17,Val_Res (Ohm)1.5198E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 31,ADC : 19,Val_Res (Ohm)1.3597E8
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 32,ADC : 20,Val_Res (Ohm)129170000
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
clock (5ms) : 33,ADC : 22,Val_Res (Ohm)1.1742E8
